128,2.19,9.48,-0.08,-0.52,-0.63,-0.33,-0.48,0.70,9.52,0.77,-0.60,-0.58,-0.33,-0.44,-1.94,8.56,4.35,0.48,0.41,-0.35,-0.69
138,2.10,9.48,-0.06,-0.52,-0.63,-0.33,-0.48,0.68,9.53,0.80,-0.60,-0.58,-0.33,-0.44,-1.86,8.53,4.36,0.48,0.41,-0.35,-0.69
150,2.11,9.47,-0.08,-0.52,-0.63,-0.33,-0.48,0.65,9.51,0.83,-0.60,-0.58,-0.33,-0.44,-1.85,8.59,4.40,0.48,0.41,-0.35,-0.69
163,2.14,9.50,0.01,-0.52,-0.63,-0.33,-0.48,0.66,9.53,0.86,-0.60,-0.58,-0.33,-0.44,-1.84,8.62,4.33,0.48,0.41,-0.35,-0.69
175,2.22,9.47,0.02,-0.52,-0.63,-0.33,-0.48,0.78,9.54,0.91,-0.60,-0.58,-0.33,-0.44,-1.92,8.64,4.24,0.48,0.41,-0.35,-0.69
188,2.32,9.45,0.03,-0.52,-0.63,-0.33,-0.48,0.94,9.55,0.96,-0.60,-0.58,-0.33,-0.44,-2.01,8.67,4.28,0.48,0.41,-0.35,-0.69
200,2.67,9.41,-0.01,-0.52,-0.63,-0.33,-0.48,1.12,9.52,0.90,-0.60,-0.58,-0.33,-0.44,-2.13,8.65,4.18,0.48,0.41,-0.35,-0.69
213,2.73,9.36,-0.01,-0.52,-0.63,-0.33,-0.48,1.19,9.52,0.93,-0.60,-0.58,-0.33,-0.44,-2.17,8.64,4.12,0.48,0.41,-0.36,-0.69
225,2.77,9.31,0.02,-0.52,-0.63,-0.33,-0.48,1.22,9.46,0.92,-0.60,-0.58,-0.33,-0.44,-2.22,8.65,4.14,0.48,0.40,-0.36,-0.69
238,2.75,9.33,-0.04,-0.52,-0.63,-0.33,-0.48,1.10,9.47,1.00,-0.60,-0.58,-0.33,-0.44,-2.13,8.64,4.17,0.48,0.40,-0.36,-0.69
250,2.56,9.34,0.06,-0.52,-0.63,-0.33,-0.48,1.11,9.45,0.95,-0.60,-0.58,-0.33,-0.44,-2.09,8.62,4.17,0.48,0.40,-0.36,-0.69
263,2.52,9.38,0.09,-0.52,-0.63,-0.33,-0.48,1.09,9.48,0.97,-0.60,-0.58,-0.33,-0.44,-2.04,8.66,4.21,0.48,0.40,-0.36,-0.69
275,2.44,9.43,0.09,-0.52,-0.63,-0.33,-0.48,0.89,9.54,1.02,-0.60,-0.58,-0.33,-0.44,-2.03,8.66,4.22,0.48,0.40,-0.36,-0.69
288,2.35,9.46,0.14,-0.52,-0.63,-0.33,-0.48,0.85,9.54,1.04,-0.60,-0.58,-0.33,-0.44,-2.02,8.68,4.20,0.48,0.40,-0.36,-0.69
302,2.22,9.46,0.18,-0.52,-0.63,-0.33,-0.48,0.77,9.53,1.11,-0.60,-0.58,-0.33,-0.44,-1.86,8.71,4.15,0.48,0.40,-0.36,-0.69
312,2.24,9.43,0.12,-0.52,-0.63,-0.33,-0.48,0.73,9.49,1.06,-0.60,-0.58,-0.33,-0.44,-1.91,8.71,4.18,0.48,0.40,-0.36,-0.69
326,2.32,9.50,0.09,-0.52,-0.63,-0.33,-0.48,0.88,9.55,1.02,-0.60,-0.58,-0.33,-0.44,-1.96,8.74,4.13,0.48,0.40,-0.36,-0.69
339,2.51,9.41,0.06,-0.52,-0.63,-0.33,-0.48,0.94,9.54,1.04,-0.60,-0.58,-0.33,-0.44,-2.02,8.68,4.22,0.48,0.40,-0.36,-0.69
352,2.56,9.38,0.04,-0.52,-0.63,-0.33,-0.48,1.11,9.49,0.93,-0.60,-0.58,-0.33,-0.44,-2.16,8.64,4.13,0.48,0.40,-0.36,-0.69
364,2.68,9.32,0.05,-0.52,-0.63,-0.33,-0.48,1.21,9.43,0.98,-0.60,-0.58,-0.33,-0.44,-2.26,8.59,4.16,0.48,0.40,-0.36,-0.69
380,2.70,9.31,0.05,-0.52,-0.63,-0.33,-0.48,1.20,9.44,0.96,-0.60,-0.58,-0.33,-0.44,-2.22,8.57,4.17,0.48,0.40,-0.36,-0.69
391,2.65,9.35,0.07,-0.52,-0.63,-0.33,-0.48,1.20,9.44,0.99,-0.60,-0.58,-0.33,-0.44,-2.27,8.58,4.19,0.48,0.40,-0.36,-0.69
404,2.62,9.36,0.11,-0.52,-0.63,-0.33,-0.48,1.20,9.46,0.97,-0.60,-0.58,-0.33,-0.44,-2.23,8.61,4.23,0.48,0.40,-0.36,-0.69
415,2.61,9.38,0.09,-0.52,-0.63,-0.33,-0.48,1.16,9.54,0.96,-0.60,-0.58,-0.33,-0.44,-2.25,8.59,4.23,0.48,0.40,-0.36,-0.69
425,2.63,9.38,0.09,-0.52,-0.63,-0.33,-0.48,1.14,9.52,0.96,-0.60,-0.58,-0.33,-0.44,-2.26,8.61,4.23,0.48,0.40,-0.36,-0.69
438,2.60,9.38,0.03,-0.52,-0.63,-0.33,-0.48,1.15,9.47,0.95,-0.60,-0.58,-0.33,-0.44,-2.16,8.62,4.25,0.48,0.40,-0.36,-0.69
452,2.62,9.36,0.08,-0.52,-0.63,-0.33,-0.48,1.11,9.48,0.98,-0.60,-0.58,-0.33,-0.44,-2.13,8.62,4.21,0.48,0.40,-0.36,-0.69
465,2.59,9.35,0.06,-0.52,-0.63,-0.33,-0.48,1.08,9.47,0.92,-0.60,-0.58,-0.33,-0.44,-2.20,8.61,4.24,0.48,0.40,-0.36,-0.69
480,2.49,9.40,0.01,-0.52,-0.63,-0.33,-0.48,1.05,9.50,0.91,-0.60,-0.58,-0.33,-0.44,-2.13,8.60,4.25,0.48,0.40,-0.36,-0.69
492,2.41,9.37,0.03,-0.52,-0.63,-0.33,-0.48,0.93,9.48,0.93,-0.60,-0.58,-0.33,-0.44,-2.09,8.58,4.19,0.48,0.40,-0.36,-0.69
504,2.41,9.38,0.07,-0.52,-0.63,-0.33,-0.48,0.97,9.46,0.93,-0.60,-0.58,-0.33,-0.44,-2.15,8.57,4.30,0.48,0.40,-0.36,-0.69
516,2.53,9.38,0.07,-0.52,-0.63,-0.33,-0.48,1.09,9.49,0.97,-0.60,-0.58,-0.33,-0.44,-2.17,8.58,4.29,0.48,0.40,-0.36,-0.69
531,2.59,9.31,0.02,-0.52,-0.63,-0.33,-0.48,1.05,9.42,0.95,-0.60,-0.58,-0.33,-0.44,-2.17,8.56,4.19,0.48,0.40,-0.36,-0.69
542,2.59,9.30,0.06,-0.52,-0.63,-0.33,-0.48,1.07,9.40,0.99,-0.60,-0.58,-0.33,-0.44,-2.07,8.58,4.20,0.48,0.40,-0.36,-0.69
554,2.64,9.36,0.04,-0.52,-0.63,-0.33,-0.48,1.08,9.48,0.95,-0.60,-0.58,-0.33,-0.44,-2.16,8.65,4.18,0.48,0.40,-0.36,-0.69
565,2.73,9.34,0.03,-0.52,-0.63,-0.33,-0.48,1.22,9.43,0.91,-0.60,-0.58,-0.33,-0.44,-2.22,8.51,4.17,0.48,0.40,-0.36,-0.69
581,2.75,9.23,0.03,-0.52,-0.63,-0.33,-0.48,1.24,9.39,0.91,-0.60,-0.58,-0.33,-0.44,-2.30,8.50,4.18,0.48,0.40,-0.36,-0.69
592,2.88,9.22,0.04,-0.52,-0.63,-0.33,-0.48,1.32,9.37,0.89,-0.60,-0.58,-0.33,-0.44,-2.32,8.52,4.15,0.48,0.40,-0.36,-0.69
603,2.90,9.33,0.05,-0.52,-0.63,-0.33,-0.48,1.31,9.50,0.86,-0.60,-0.58,-0.33,-0.44,-2.23,8.76,4.27,0.48,0.40,-0.36,-0.69
615,2.91,9.39,0.07,-0.52,-0.63,-0.33,-0.48,1.31,9.58,0.96,-0.60,-0.58,-0.33,-0.44,-2.20,8.73,4.26,0.48,0.40,-0.36,-0.69
630,2.61,9.47,0.06,-0.52,-0.63,-0.33,-0.48,1.15,9.60,0.93,-0.60,-0.58,-0.33,-0.44,-2.10,8.71,4.24,0.48,0.40,-0.36,-0.69
641,2.54,9.55,0.13,-0.52,-0.63,-0.33,-0.48,0.92,9.71,1.05,-0.60,-0.58,-0.33,-0.44,-1.96,8.84,4.34,0.48,0.40,-0.36,-0.69
652,2.55,9.56,0.15,-0.52,-0.63,-0.33,-0.48,0.90,9.72,1.06,-0.60,-0.58,-0.33,-0.44,-1.94,8.88,4.22,0.48,0.40,-0.36,-0.69
665,2.49,9.57,0.15,-0.52,-0.63,-0.33,-0.48,0.83,9.61,1.06,-0.60,-0.58,-0.33,-0.44,-1.99,8.70,4.24,0.48,0.40,-0.36,-0.69
676,2.33,9.42,0.12,-0.52,-0.63,-0.33,-0.48,0.81,9.50,0.97,-0.60,-0.58,-0.33,-0.44,-2.00,8.65,4.25,0.48,0.40,-0.36,-0.69
689,2.29,9.40,0.09,-0.52,-0.63,-0.33,-0.48,0.80,9.43,0.94,-0.60,-0.58,-0.33,-0.44,-2.03,8.56,4.21,0.48,0.40,-0.36,-0.69
700,2.29,9.32,-0.01,-0.52,-0.63,-0.33,-0.48,0.87,9.40,0.86,-0.60,-0.58,-0.33,-0.44,-2.22,8.48,4.38,0.48,0.40,-0.36,-0.70
714,2.66,9.39,-0.12,-0.52,-0.63,-0.33,-0.48,1.11,9.59,0.75,-0.60,-0.58,-0.33,-0.44,-2.63,8.55,4.48,0.48,0.40,-0.36,-0.70
726,2.94,9.35,-0.10,-0.52,-0.63,-0.33,-0.48,1.67,9.55,0.64,-0.60,-0.58,-0.33,-0.43,-3.32,8.32,4.53,0.48,0.40,-0.36,-0.70
739,3.09,9.24,-0.21,-0.52,-0.63,-0.33,-0.48,1.98,9.61,0.56,-0.60,-0.58,-0.33,-0.43,-3.51,8.43,4.55,0.48,0.40,-0.36,-0.70
750,3.30,9.39,-0.31,-0.52,-0.63,-0.33,-0.48,2.03,9.75,0.39,-0.60,-0.58,-0.33,-0.43,-3.45,8.36,4.71,0.48,0.39,-0.37,-0.70
764,2.96,9.32,-0.34,-0.52,-0.63,-0.33,-0.48,1.65,9.60,0.19,-0.61,-0.58,-0.33,-0.43,-2.90,7.99,4.28,0.48,0.39,-0.37,-0.69
776,2.67,9.09,-0.29,-0.52,-0.63,-0.33,-0.48,1.40,9.04,0.42,-0.61,-0.58,-0.33,-0.43,-3.03,7.93,4.10,0.48,0.39,-0.37,-0.69
789,2.62,9.00,-0.26,-0.52,-0.62,-0.33,-0.48,1.75,9.37,0.44,-0.61,-0.58,-0.33,-0.43,-3.38,8.10,4.27,0.48,0.39,-0.37,-0.69
800,2.99,9.04,0.00,-0.52,-0.62,-0.33,-0.48,1.90,9.22,0.45,-0.61,-0.58,-0.33,-0.43,-3.63,7.69,4.54,0.48,0.39,-0.37,-0.69
815,2.93,9.00,-0.07,-0.52,-0.62,-0.33,-0.48,1.79,9.11,0.38,-0.61,-0.57,-0.34,-0.43,-2.62,8.00,4.47,0.48,0.39,-0.38,-0.69
826,2.31,9.22,0.05,-0.53,-0.62,-0.33,-0.48,0.41,9.31,0.95,-0.61,-0.57,-0.34,-0.43,-1.98,8.25,3.87,0.48,0.38,-0.38,-0.69
839,1.96,9.33,0.31,-0.53,-0.62,-0.33,-0.48,0.14,9.22,1.23,-0.62,-0.57,-0.34,-0.43,-1.93,8.33,3.68,0.48,0.38,-0.38,-0.69
850,1.34,9.35,0.90,-0.53,-0.62,-0.33,-0.48,-0.16,9.11,1.50,-0.62,-0.57,-0.34,-0.42,-1.75,8.42,3.49,0.48,0.38,-0.39,-0.69
865,0.54,9.62,1.34,-0.53,-0.62,-0.33,-0.48,-0.87,9.18,2.06,-0.62,-0.56,-0.34,-0.42,-0.83,8.74,3.21,0.49,0.37,-0.39,-0.69
876,0.05,9.78,1.56,-0.53,-0.62,-0.33,-0.48,-1.56,9.12,2.70,-0.63,-0.56,-0.35,-0.42,-0.45,8.86,3.05,0.49,0.37,-0.39,-0.69
889,-0.31,9.85,1.67,-0.53,-0.61,-0.34,-0.48,-1.99,9.26,3.00,-0.63,-0.56,-0.35,-0.42,-0.12,8.98,2.88,0.49,0.37,-0.40,-0.68
900,-0.16,9.86,2.63,-0.53,-0.61,-0.34,-0.48,-2.14,9.25,4.00,-0.63,-0.55,-0.35,-0.42,0.50,9.21,2.37,0.50,0.36,-0.40,-0.68
915,-0.20,9.74,2.67,-0.53,-0.61,-0.34,-0.48,-2.10,9.06,4.28,-0.63,-0.55,-0.36,-0.41,1.01,9.09,1.62,0.50,0.36,-0.41,-0.67
926,-0.25,9.67,2.68,-0.53,-0.61,-0.34,-0.48,-3.04,8.95,3.89,-0.63,-0.54,-0.36,-0.41,1.71,8.80,1.41,0.51,0.35,-0.41,-0.67
939,-0.65,9.89,2.37,-0.52,-0.61,-0.35,-0.48,-3.19,9.04,3.90,-0.64,-0.54,-0.37,-0.41,2.11,8.70,1.68,0.52,0.35,-0.41,-0.66
950,-0.92,9.63,2.11,-0.52,-0.61,-0.35,-0.48,-3.46,8.88,3.89,-0.64,-0.53,-0.38,-0.41,2.79,8.80,1.73,0.52,0.35,-0.41,-0.66
965,-1.33,9.56,2.16,-0.52,-0.61,-0.35,-0.48,-3.87,8.57,4.00,-0.64,-0.52,-0.39,-0.41,5.36,9.60,0.33,0.54,0.34,-0.42,-0.65
977,-1.81,9.58,2.49,-0.52,-0.61,-0.36,-0.48,-6.00,8.40,4.79,-0.64,-0.52,-0.40,-0.41,5.86,9.59,0.50,0.55,0.33,-0.42,-0.64
989,-2.58,10.32,2.60,-0.51,-0.61,-0.36,-0.48,-6.55,8.72,4.29,-0.63,-0.51,-0.40,-0.41,6.00,8.86,0.43,0.55,0.32,-0.43,-0.64
1001,-2.80,10.91,2.57,-0.51,-0.61,-0.36,-0.48,-6.73,9.07,3.75,-0.63,-0.51,-0.41,-0.41,6.44,9.15,1.77,0.56,0.32,-0.43,-0.63
1015,-2.28,10.48,2.65,-0.51,-0.62,-0.36,-0.48,-5.67,9.03,4.96,-0.63,-0.50,-0.42,-0.41,4.79,8.83,3.53,0.57,0.30,-0.44,-0.62
1027,-1.42,9.49,2.62,-0.51,-0.62,-0.36,-0.48,-2.36,8.17,3.99,-0.64,-0.50,-0.43,-0.41,1.00,7.54,5.86,0.57,0.29,-0.45,-0.62
1039,2.01,6.93,2.17,-0.50,-0.62,-0.36,-0.48,1.54,6.48,3.08,-0.64,-0.49,-0.43,-0.41,-2.48,6.02,3.40,0.57,0.28,-0.46,-0.62
1050,3.02,6.52,-0.01,-0.50,-0.63,-0.36,-0.48,1.53,5.75,0.13,-0.64,-0.48,-0.44,-0.40,-3.30,3.22,2.46,0.57,0.28,-0.47,-0.61
1065,2.68,6.63,-2.50,-0.49,-0.63,-0.36,-0.48,0.44,4.98,-1.48,-0.64,-0.47,-0.46,-0.40,-0.51,1.66,4.24,0.57,0.27,-0.50,-0.60
1077,3.96,6.61,-3.42,-0.49,-0.63,-0.36,-0.48,1.47,7.66,-2.62,-0.64,-0.46,-0.47,-0.40,-0.69,3.54,5.81,0.58,0.26,-0.50,-0.59
1090,4.64,6.93,-4.17,-0.48,-0.63,-0.37,-0.49,0.96,8.77,-2.33,-0.64,-0.45,-0.48,-0.40,-0.49,4.73,5.54,0.59,0.25,-0.50,-0.58
1101,4.54,7.75,-4.24,-0.47,-0.63,-0.38,-0.49,-0.30,9.26,-2.22,-0.64,-0.44,-0.49,-0.39,4.81,8.42,5.59,0.60,0.25,-0.50,-0.57
1116,3.97,8.42,-3.18,-0.47,-0.63,-0.38,-0.49,-1.91,10.43,-1.79,-0.63,-0.43,-0.51,-0.39,7.12,10.86,6.46,0.62,0.24,-0.50,-0.55
1127,3.64,9.87,-2.28,-0.46,-0.63,-0.38,-0.49,-5.10,12.50,0.59,-0.63,-0.43,-0.52,-0.39,8.55,12.84,6.10,0.63,0.23,-0.50,-0.55
1140,4.31,11.25,-1.35,-0.46,-0.64,-0.39,-0.49,-4.61,13.18,0.68,-0.63,-0.43,-0.52,-0.38,6.44,13.08,6.28,0.63,0.23,-0.51,-0.54
1151,4.27,10.37,-1.55,-0.46,-0.64,-0.38,-0.49,-2.86,11.71,0.90,-0.63,-0.42,-0.53,-0.38,5.28,12.56,4.69,0.63,0.23,-0.51,-0.54
1166,4.45,9.72,-1.63,-0.45,-0.64,-0.38,-0.48,-2.52,10.81,1.07,-0.64,-0.42,-0.53,-0.37,4.89,11.70,4.36,0.63,0.22,-0.52,-0.53
1178,4.72,9.06,-1.64,-0.45,-0.65,-0.38,-0.48,-2.06,9.85,0.36,-0.64,-0.42,-0.53,-0.36,2.33,7.68,4.31,0.63,0.21,-0.53,-0.53
1190,3.54,7.97,-1.68,-0.45,-0.65,-0.38,-0.48,-2.53,8.37,0.55,-0.64,-0.42,-0.54,-0.36,3.13,6.98,3.77,0.63,0.21,-0.53,-0.53
1201,3.59,6.72,-1.39,-0.45,-0.65,-0.38,-0.48,-2.18,7.59,0.08,-0.64,-0.42,-0.54,-0.36,5.08,7.09,3.41,0.63,0.21,-0.54,-0.53
1215,4.76,8.83,-2.14,-0.45,-0.66,-0.38,-0.48,-2.81,8.53,0.00,-0.64,-0.41,-0.54,-0.36,3.98,7.83,4.11,0.63,0.21,-0.54,-0.52
1228,5.02,9.33,-2.76,-0.44,-0.66,-0.38,-0.47,-1.78,10.71,-0.45,-0.65,-0.41,-0.54,-0.35,3.27,8.47,5.50,0.63,0.20,-0.54,-0.52
1240,4.58,9.13,-3.22,-0.44,-0.66,-0.38,-0.47,-2.36,10.43,-0.77,-0.65,-0.41,-0.54,-0.35,4.49,8.67,5.52,0.63,0.20,-0.55,-0.52
1251,4.15,9.16,-2.78,-0.44,-0.66,-0.38,-0.48,-3.06,10.30,-0.60,-0.65,-0.41,-0.54,-0.35,4.91,8.88,5.08,0.63,0.20,-0.55,-0.51
1267,3.41,8.97,-2.13,-0.43,-0.66,-0.38,-0.48,-5.13,9.51,0.52,-0.64,-0.40,-0.54,-0.36,5.14,8.85,4.55,0.64,0.20,-0.54,-0.51
1278,3.09,9.34,-1.98,-0.43,-0.67,-0.38,-0.48,-5.55,9.64,0.34,-0.64,-0.40,-0.54,-0.36,7.74,8.43,3.71,0.64,0.20,-0.54,-0.51
1290,2.34,10.16,-1.54,-0.43,-0.67,-0.38,-0.48,-5.66,9.59,0.61,-0.64,-0.40,-0.54,-0.36,7.52,9.10,3.75,0.64,0.20,-0.54,-0.51
1301,2.41,10.44,-2.16,-0.42,-0.67,-0.38,-0.48,-5.99,10.31,0.49,-0.64,-0.40,-0.54,-0.36,7.80,9.58,4.66,0.64,0.20,-0.54,-0.51
1316,2.55,10.42,-2.68,-0.42,-0.67,-0.38,-0.48,-5.54,10.08,-0.08,-0.64,-0.40,-0.54,-0.36,6.82,8.34,4.58,0.64,0.21,-0.54,-0.51
1328,1.97,9.76,-2.47,-0.42,-0.67,-0.38,-0.49,-5.61,8.54,0.22,-0.64,-0.40,-0.54,-0.37,5.85,6.32,3.58,0.64,0.21,-0.54,-0.51
1340,2.54,8.53,-2.74,-0.41,-0.67,-0.38,-0.49,-4.31,8.31,-0.49,-0.64,-0.41,-0.54,-0.37,4.90,6.23,4.03,0.64,0.21,-0.54,-0.51
1351,2.71,8.62,-2.84,-0.41,-0.67,-0.37,-0.49,-4.13,8.57,-0.43,-0.64,-0.41,-0.54,-0.37,4.76,6.74,4.38,0.64,0.22,-0.53,-0.51
1366,3.46,9.41,-3.01,-0.41,-0.67,-0.37,-0.49,-4.17,9.43,-0.19,-0.64,-0.41,-0.53,-0.38,5.15,7.78,4.73,0.64,0.22,-0.53,-0.51
1378,4.02,10.34,-3.45,-0.41,-0.67,-0.37,-0.49,-4.35,11.10,-0.33,-0.64,-0.41,-0.53,-0.38,5.34,9.04,5.66,0.64,0.22,-0.52,-0.51
1390,3.69,10.10,-3.50,-0.40,-0.67,-0.37,-0.50,-3.85,11.02,-0.55,-0.64,-0.41,-0.53,-0.38,4.89,8.88,5.87,0.64,0.23,-0.52,-0.51
1402,3.69,9.78,-3.78,-0.40,-0.68,-0.37,-0.50,-3.44,10.94,-1.01,-0.64,-0.41,-0.52,-0.39,3.38,8.79,6.10,0.65,0.23,-0.52,-0.51
1417,5.17,7.88,-3.81,-0.40,-0.68,-0.36,-0.50,0.14,11.52,-0.45,-0.64,-0.41,-0.52,-0.39,2.16,9.21,6.32,0.65,0.23,-0.51,-0.51
1429,7.36,7.58,-3.75,-0.40,-0.68,-0.36,-0.50,1.02,12.69,0.53,-0.64,-0.41,-0.51,-0.39,-0.80,13.55,5.50,0.65,0.23,-0.51,-0.52
1441,10.94,8.01,-2.00,-0.40,-0.68,-0.36,-0.50,2.40,13.76,2.15,-0.65,-0.41,-0.51,-0.39,-2.06,15.46,4.99,0.65,0.24,-0.51,-0.52
1452,15.61,8.16,-0.45,-0.40,-0.68,-0.36,-0.50,5.94,16.12,4.98,-0.65,-0.42,-0.50,-0.40,-2.26,17.28,5.96,0.65,0.24,-0.50,-0.52
1467,17.49,7.70,-0.65,-0.40,-0.68,-0.36,-0.50,6.40,18.01,4.79,-0.65,-0.42,-0.49,-0.40,-1.19,18.19,7.51,0.65,0.25,-0.49,-0.52
1479,18.34,8.85,-0.38,-0.40,-0.67,-0.36,-0.51,7.93,21.53,7.84,-0.65,-0.42,-0.49,-0.41,-1.72,24.57,6.48,0.65,0.26,-0.49,-0.52
1490,22.97,11.97,0.09,-0.40,-0.67,-0.36,-0.51,9.74,23.28,8.61,-0.64,-0.43,-0.49,-0.41,-2.73,26.42,7.18,0.65,0.26,-0.48,-0.53
1501,24.47,12.35,-1.05,-0.40,-0.67,-0.36,-0.51,11.53,24.89,7.21,-0.64,-0.43,-0.48,-0.41,-7.45,26.28,10.17,0.65,0.27,-0.47,-0.53
1515,26.54,11.93,-2.27,-0.40,-0.66,-0.37,-0.52,13.95,25.74,5.25,-0.64,-0.43,-0.47,-0.42,-9.78,25.58,11.60,0.65,0.28,-0.46,-0.53
1529,29.38,11.46,-4.11,-0.40,-0.65,-0.37,-0.52,19.81,30.35,-3.36,-0.63,-0.44,-0.46,-0.44,-13.51,26.18,21.25,0.64,0.30,-0.44,-0.55
1541,35.21,16.58,-13.58,-0.41,-0.65,-0.37,-0.53,19.76,34.27,-7.07,-0.63,-0.45,-0.45,-0.44,-11.89,27.15,25.41,0.64,0.32,-0.43,-0.55
1551,34.93,21.05,-16.38,-0.41,-0.64,-0.38,-0.53,18.60,37.70,-9.23,-0.62,-0.46,-0.45,-0.45,-9.34,27.45,29.23,0.64,0.33,-0.41,-0.56
1566,31.67,26.48,-19.14,-0.41,-0.63,-0.38,-0.54,10.05,39.47,-13.61,-0.59,-0.49,-0.44,-0.47,-5.61,26.90,30.24,0.64,0.36,-0.37,-0.56
1579,15.57,31.53,-23.90,-0.42,-0.61,-0.39,-0.54,3.13,30.57,-14.15,-0.58,-0.50,-0.44,-0.48,0.94,12.09,18.50,0.65,0.38,-0.35,-0.56
1590,-4.47,29.46,-0.04,-0.43,-0.59,-0.40,-0.55,-10.41,21.76,11.59,-0.57,-0.51,-0.43,-0.48,-3.73,7.66,11.67,0.63,0.40,-0.34,-0.56
1601,-39.18,31.53,25.60,-0.45,-0.56,-0.41,-0.56,-39.38,31.13,16.96,-0.56,-0.51,-0.42,-0.50,37.37,31.88,-9.08,0.61,0.43,-0.34,-0.57
1615,-38.93,13.02,0.78,-0.46,-0.54,-0.43,-0.56,-39.47,24.44,34.35,-0.55,-0.50,-0.42,-0.52,39.21,31.80,-10.26,0.59,0.45,-0.34,-0.57
1629,-34.66,1.06,2.36,-0.47,-0.54,-0.42,-0.57,-21.53,0.29,21.25,-0.54,-0.51,-0.42,-0.53,-19.39,13.31,-2.25,0.60,0.48,-0.33,-0.56
1641,-11.84,11.58,8.29,-0.46,-0.53,-0.42,-0.57,-11.23,7.78,11.04,-0.54,-0.50,-0.42,-0.53,-2.53,-2.77,9.82,0.59,0.47,-0.33,-0.57
1652,-2.71,13.84,-6.40,-0.44,-0.54,-0.42,-0.57,-1.76,5.58,-3.84,-0.54,-0.50,-0.43,-0.52,-0.91,-9.97,-1.15,0.59,0.45,-0.34,-0.58
1668,4.58,7.40,-12.59,-0.43,-0.56,-0.43,-0.57,12.85,4.93,-15.44,-0.54,-0.50,-0.43,-0.52,-2.43,-8.82,20.04,0.60,0.44,-0.34,-0.57
1680,15.05,0.13,-3.66,-0.43,-0.57,-0.41,-0.57,15.31,6.19,-4.85,-0.55,-0.50,-0.42,-0.52,-6.54,9.34,3.85,0.60,0.44,-0.34,-0.57
1692,10.20,-2.02,3.57,-0.44,-0.57,-0.40,-0.57,12.88,5.53,2.55,-0.56,-0.50,-0.41,-0.52,-1.86,11.02,0.43,0.59,0.45,-0.35,-0.58
1702,3.07,-1.09,2.51,-0.45,-0.57,-0.39,-0.56,2.04,-2.11,6.26,-0.56,-0.50,-0.41,-0.52,-5.05,3.20,-8.69,0.58,0.45,-0.35,-0.58
1718,-0.57,-2.15,3.09,-0.46,-0.57,-0.39,-0.56,-3.49,-1.08,5.82,-0.56,-0.51,-0.40,-0.51,-3.84,4.24,-5.44,0.58,0.45,-0.35,-0.59
1730,-7.50,2.92,2.51,-0.46,-0.57,-0.40,-0.55,-7.16,1.29,4.17,-0.56,-0.51,-0.41,-0.51,9.02,-2.68,-0.34,0.58,0.45,-0.35,-0.59
1742,-8.04,1.95,0.10,-0.46,-0.57,-0.40,-0.55,-11.09,-1.90,0.52,-0.56,-0.51,-0.41,-0.51,10.49,-2.03,-0.39,0.58,0.45,-0.34,-0.58
1753,-7.91,-0.04,0.41,-0.46,-0.57,-0.41,-0.55,-9.16,-2.14,-0.23,-0.57,-0.51,-0.41,-0.50,8.66,-1.82,1.18,0.59,0.44,-0.35,-0.58
1769,-4.57,-0.64,0.04,-0.46,-0.56,-0.41,-0.55,-2.24,-1.15,-2.60,-0.57,-0.51,-0.41,-0.50,4.33,-2.52,3.63,0.58,0.43,-0.36,-0.59
